title,revenue,budget,roi,main_genre,release_year,runtime,vote_average
The Human Comedy,3900000,1000000,2.9,Comedy,1943,118,6.391
Alexander's Ragtime Band,4000000,2000000,1.0,Drama,1938,106,6.6
Ek Thi Daayan,6500000,3500000,0.8571428571428571,Horror,2013,135,5.2
Vasool Raja MBBS,10000000,3000000,2.3333333333333335,Comedy,2004,155,7.0
The Fast and the Furious,250000,66000,2.787878787878788,Action,1954,73,4.8
Diary,749981,2576871,-0.7089567153342173,Thriller,2006,85,6.152
The Inugamis,10646000,1502000,6.087882822902796,Horror,1976,146,7.3
Dogman's Rabies: Underdog,31086,1800000,-0.98273,Horror,2018,120,5.7
Raavan,4000000,4200000,-0.047619047619047616,Action,2010,138,4.7
Thallumaala,8824658,2450634,2.600969381800791,Comedy,2022,146,6.773
World War III,4500000,1500000,2.0,Comedy,2014,105,7.273
Red Eagle: The Movie,3716598,8538460,-0.5647226783284105,Action,2011,122,4.5
Anthony Adverse,2750000,1192000,1.3070469798657718,Drama,1936,141,5.932
The Real Cancun,5345083,7500000,-0.28732226666666666,Documentary,2003,96,4.2
The Valley of Decision,9132000,2160000,3.227777777777778,Drama,1945,119,7.6
Maligno,400000,150000,1.6666666666666667,Horror,2016,0,6.0
Mike's Murder,1059966,6300000,-0.8317514285714286,Drama,1984,109,5.568
Kirik Party,7033500,562680,11.5,Comedy,2016,165,7.826
The Tie That Binds,5830454,14000000,-0.583539,Thriller,1995,99,4.886
Peter and Vandy,11276,500000,-0.977448,Drama,2009,78,6.591
Bran Nue Dae,6812530,7000000,-0.02678142857142857,Comedy,2009,82,5.682
Chashme Baddoor,5500000,37000000,-0.8513513513513513,Comedy,2013,120,4.5
Jism 2,7040609,2006871,2.508251900595504,Thriller,2012,132,4.4
Legatee,6969292,6500000,0.07219876923076923,Action,2012,102,2.8
"Bodies, Rest & Motion",764083,2500000,-0.6943668,Drama,1993,95,5.3
Uranya,273318,2137345,-0.872122656847631,Comedy,2006,100,6.25
Jackboots on Whitehall,20776,6000000,-0.9965373333333334,War,2010,87,4.727
No Safe Spaces,1291514,686599,0.8810309948019149,Documentary,2019,95,6.818
"Kidnapping, Caucasian Style",179000,3500000,-0.9488571428571428,Romance,2014,95,1.295
Plain Clothes,289323,7500000,-0.9614236,Comedy,1988,98,6.1
Tezz,3800000,7500000,-0.49333333333333335,Drama,2012,121,4.2
The Listening,362742,2870000,-0.8736090592334494,Thriller,2006,105,6.114
Bordertown,1237000,369000,2.3523035230352303,Crime,1935,90,6.0
The Charlemagne Code,1215851,5000000,-0.7568298,Adventure,2008,120,5.75
High School Musical: The Challenge,1149000,50000,21.98,Music,2010,90,4.524
Could This Be Love?,6699197,5621000,0.1918158690624444,Drama,2007,90,6.2
Pinocchio and the Emperor of the Night,3261638,8000000,-0.59229525,Animation,1987,83,5.5
Il nostro matrimonio è in crisi,1500000,4000000,-0.625,Comedy,2002,90,5.8
It Runs in the Family,70936,15000000,-0.9952709333333334,Comedy,1994,85,5.295
Bigger Than the Sky,20149,750000,-0.9731346666666667,Comedy,2005,106,5.5
Bloodhounds of Broadway,43671,4000000,-0.98908225,Drama,1989,93,5.636
Evil Words,2014071,3200000,-0.3706028125,Horror,2003,100,6.795
Hate Story 3,8900000,2900000,2.0689655172413794,Thriller,2015,126,4.9
Buck Privates Come Home,2365000,1167500,1.025695931477516,Comedy,1947,77,6.357
It Came from Hollywood,2091037,5000000,-0.5817926,Comedy,1982,80,5.3
At Long Last Love,1500000,6000000,-0.75,Comedy,1975,125,5.381
The Cost of Deception,201000,2500000,-0.9196,Crime,2021,125,4.6
Till the Clouds Roll By,6724000,3316000,1.0277442702050663,Music,1946,136,5.6
"Sister, Sister",743445,4000000,-0.81413875,Romance,1987,91,4.5
Babumoshai Bandookbaaz,2500000,1400000,0.7857142857142857,Action,2017,122,6.5
Garv: Pride and Honour,2900000,1300000,1.2307692307692308,Action,2004,162,5.524
Madison,517262,13500000,-0.9616842962962963,Adventure,2001,99,6.095
Thegidi,1100000,404000,1.7227722772277227,Crime,2014,122,7.143
Married to It,2059832,14000000,-0.8528691428571429,Comedy,1991,112,5.952
Road to Berlin,488569,3800000,-0.8714292105263158,Drama,2015,82,6.5
2 Harihar Nagar,3300000,660000,4.0,Thriller,2009,136,5.7
Dodging the Clock,4280982,4250000,0.007289882352941176,Comedy,2005,100,6.4
Search and Destroy,389503,4000000,-0.90262425,Action,1995,90,4.938
The Best Movie 3-DE,9816332,6500000,0.5102049230769231,Comedy,2011,102,3.31
Opal Dream,140666,5000000,-0.9718668,Drama,2006,86,6.262
Roommates,12400000,22000000,-0.43636363636363634,Drama,1995,108,6.262
1 Night in Paris,10000000,5595,1786.3100983020554,Romance,2004,63,4.7
"Car 54, Where Are You?",1238080,10700000,-0.8842915887850468,Action,1994,89,3.667
Faithful,2104439,13000000,-0.8381200769230769,Comedy,1996,91,5.2
Cremaster 2,7982,1700000,-0.995304705882353,Fantasy,1999,79,6.5
Blood of Dracula,2000000,82000,23.390243902439025,Horror,1957,69,5.0
I'm Staying,814790,1000000,-0.18521,Comedy,2007,112,7.095
A Four Letter Word,72348,125000,-0.421216,Comedy,2007,87,4.5
Love Finds Andy Hardy,2247000,212000,9.599056603773585,Comedy,1938,91,6.31
Polladhavan,7600000,1600000,3.75,Action,2007,150,7.3
Day 6,50431,1000000,-0.949569,Thriller,2011,104,3.952
Marykkundoru Kunjaadu,2100000,520000,3.0384615384615383,Comedy,2010,129,6.7
Naran,1800000,680000,1.6470588235294117,Drama,2005,165,6.7
The House of Sun,69948,3700000,-0.9810951351351351,Romance,2009,110,5.5
Street Racer,6011000,5000000,0.2022,Action,2008,100,3.8
The Boys & Girls Guide to Getting Down,14487294,2100000,5.898711428571429,Comedy,2007,92,5.8
Valley of Flowers,130742,6000000,-0.9782096666666666,Adventure,2006,120,6.5
The House of Usher,1677,130000,-0.9871,Drama,2007,80,4.5
Grand Central Murder,515000,250000,1.06,Mystery,1942,73,5.9
Antidote,446619,500000,-0.106762,Crime,2014,124,5.8
Kidnap,8750000,10000000,-0.125,Action,2008,165,4.5
Goodbye Pork Pie,1400000,300000,3.6666666666666665,Adventure,1981,105,6.7
Cruel World,16344,2000000,-0.991828,Thriller,2005,88,4.5
Ordinary,3260000,453500,6.188533627342888,Comedy,2012,146,6.5
Bloody Friday,3500000,100000,34.0,Crime,1972,94,5.5
Shadow Boxing 3. The Final Round,13645556,5000000,1.7291112,Action,2011,122,4.925
Paragraph 78: Film Two,2754691,10000000,-0.7245309,Science Fiction,2007,90,4.952
U2 3D,22730842,15000000,0.5153894666666666,Music,2007,85,7.2
The Bride Wore Red,1200000,960000,0.25,Comedy,1937,103,6.8
Cops and Robbers,5500000,5500000,0.0,Action,2017,88,5.0
Batti Gul Meter Chalu,9600000,7100000,0.352112676056338,Comedy,2018,161,5.816
Sunday Holiday,2200000,625000,2.52,Comedy,2017,135,6.1
Chaahat,7100000,3000000,1.3666666666666667,Drama,1996,155,6.5
Hitler's Children,3355000,205000,15.365853658536585,Romance,1943,82,5.947
Sea Rex 3D: Journey to a Prehistoric World,4074023,5000000,-0.1851954,Documentary,2010,41,6.9
Love Letters,5269990,550000,8.5818,Drama,1983,88,5.579
Mirzya,1500000,6750000,-0.7777777777777778,Romance,2016,129,6.2
Ten 'til Noon,6404,750000,-0.9914613333333333,Crime,2007,88,4.816
"Mommies, Happy New Year!",11666088,2000000,4.833044,Comedy,2012,90,5.632
"Good Boy, Bad Boy",4400000,3900000,0.1282051282051282,Comedy,2007,115,4.632
The Sovereign's Servant,11900000,6600000,0.803030303030303,Action,2007,131,5.0
Big Brown Eyes,359009,289696,0.23926115652269966,Comedy,1936,77,6.4
I Love Your Work,3264,1650000,-0.9980218181818182,Drama,2003,111,4.895
Finishing the Game: The Search for a New Bruce Lee,52868,500000,-0.894264,Comedy,2007,84,5.3
The Painted Veil,1120000,947000,0.18268215417106654,Drama,1934,85,6.421
Teefa in Trouble,3062477,1500000,1.0416513333333333,Drama,2018,155,7.4
Beremennyy,8000000,2000000,3.0,Comedy,2011,81,2.553
Rakshadhikari Baiju (Oppu),2000000,550000,2.6363636363636362,Comedy,2017,163,7.1
Post Truth,102500000,14506629,6.0657352579982575,Comedy,2023,112,7.158
Camilla,250993,8500000,-0.9704714117647059,Adventure,1994,95,5.7
Wilson,2000000,2995000,-0.332220367278798,Drama,1944,154,5.7
Sangharsh,1400000,5800000,-0.7586206896551724,Thriller,1999,127,4.7
This Is Sodom,5850000,2745000,1.1311475409836065,Comedy,2010,88,6.974
"The Tulse Luper Suitcases, Part 1: The Moab Story",25800,10000000,-0.99742,War,2003,127,5.658
Jism,5481471,501717,9.925424093662363,Thriller,2003,136,4.5
Russia 88,14205,85000,-0.8328823529411765,Drama,2009,104,5.9
U Get What U Kiss,100000,11000,8.090909090909092,Comedy,2018,93,7.2
Quiet City,15425,2500,5.17,Drama,2007,78,5.8
Lafangey Parindey,5000000,4500000,0.1111111111111111,Action,2010,126,5.8
The Bankers of God: The Calvi Affair,211848,7000000,-0.969736,Thriller,2002,125,5.974
Easy on the Eyes,4864560,2153912,1.2584766694275347,Comedy,2014,83,5.658
I Not Stupid,2700000,710000,2.8028169014084505,Comedy,2002,105,6.842
Kingdom of War: Part 1,7900000,20000000,-0.605,Drama,2007,134,6.2
Nice Sister-In-Law,8000,2000,3.0,Romance,2015,97,5.3
Swordsman,3919731,5000000,-0.2160538,Action,2006,108,5.528
Wicked Flying Monkeys,1921923,10000000,-0.8078077,Fantasy,2015,86,5.6
Best Actor,3890000,700000,4.557142857142857,Comedy,2010,155,6.2
Let's Do It Again,11800000,70000,167.57142857142858,Comedy,1975,113,6.7
Chennai 600028,3800000,470000,7.085106382978723,Comedy,2007,141,7.1
The Skippers of the Cameleon 2,2733118,2187279,0.2495516118428422,Adventure,2005,105,5.8
Black Rose,855450,7000000,-0.8777928571428572,Action,2014,83,2.611
Believe,890303,3500000,-0.7456277142857143,Drama,2016,120,6.5
All the Queen's Men,23000,15000000,-0.9984666666666666,Action,2001,99,5.395
Zone Pro Site: The Moveable Feast,11074988,2500803,3.4285727424351298,Comedy,2013,145,6.3
Fighter Pilot: Operation Red Flag,30000000,5000000,5.0,Documentary,2004,48,6.25
Call Girl,1610085,1300000,0.23852692307692308,Crime,2007,145,6.2
The Flim-Flam Man,1200000,384500,2.120936280884265,Comedy,1967,104,7.1
Sakhavu,2200000,780000,1.8205128205128205,Drama,2017,163,5.1
Strike,24743,16800000,-0.9985272023809524,Family,2019,95,6.0
Green Fire,1829000,1768000,0.034502262443438916,Adventure,1954,100,6.8
Chasing Ghosts,1102000,2000000,-0.449,Crime,2005,119,5.7
Local Color,32788,3250000,-0.9899113846153846,Drama,2006,107,6.861
The Sky's the Limit,2185000,871000,1.5086107921928817,Comedy,1943,89,6.1
Budapeste,415555,230000,0.8067608695652174,Drama,2009,113,5.1
Palau the Movie,134696,2000000,-0.932652,Drama,2019,120,7.765
7 años de matrimonio,193081,1500000,-0.8712793333333333,Comedy,2013,99,4.9
Catcher: Cat City 2,1267198,3296709,-0.6156172716487868,Animation,2007,90,6.1
Sagar Alias Jacky Reloaded,2100000,1200000,0.75,Action,2009,140,5.1
Ruby,919286,9000000,-0.8978571111111111,Drama,1992,110,5.306
BlackJack,1624278,33000,48.22054545454545,Drama,1990,111,5.111
Hardly Working,49000000,3400000,13.411764705882353,Comedy,1980,91,4.5
Steal Big Steal Little,6278139,25000000,-0.74887444,Comedy,1995,113,4.3
Himala,684150,68415,9.0,Drama,1982,124,8.0
Main Aurr Mrs Khanna,3600000,2200000,0.6363636363636364,Drama,2009,115,4.3
RangiTaranga,5000000,490000,9.204081632653061,Horror,2015,149,7.5
Miranda,834332,784170,0.06396827218587806,Comedy,1948,80,6.4
Selfie,230258,11203,19.55324466660716,Comedy,2017,85,5.3
Gabbar Singh,16000000,7000000,1.2857142857142858,Action,2012,153,5.382
Expendable Assets,24000,114000,-0.7894736842105263,Fantasy,1996,91,9.0
Our Dancing Daughters,1099000,178000,5.174157303370786,Drama,1928,84,6.7
Renesse,506588,1746706,-0.7099752333821491,Comedy,2016,77,5.1
Brenda Starr,67878,16000000,-0.995757625,Adventure,1989,93,4.3
Bliss,660537,3400000,-0.8057244117647059,Comedy,1985,112,6.4
A Aa,189432924,87933055,1.1542857120112568,Family,2016,152,6.676
Dream.net,169466,3500000,-0.9515811428571429,Comedy,2009,96,2.118
Every Time I Die,27913,1000000,-0.972087,Thriller,2020,98,5.706
Joshua,1347988,9000000,-0.8502235555555555,Drama,2002,91,6.5
Heartbeeps,2154696,12000000,-0.820442,Comedy,1981,79,3.912
Traffic in Souls,1800000,5700,314.7894736842105,Crime,1913,88,5.5
All About Asado,6892,32993,-0.7911072045585428,Documentary,2016,90,6.1
No Borders,3129507,1211360,1.5834656914542333,Comedy,2015,90,6.088
Brigham City,852206,1000000,-0.147794,Crime,2001,119,6.4
Martin Lawrence Live: Runteldat,19184015,3000000,5.3946716666666665,Comedy,2002,113,5.1
Vaali,500000,500000,0.0,Romance,1999,158,6.647
Summer Window,280408,4100000,-0.9316078048780487,Drama,2011,96,5.1
Karate-Robo Zaborgar,162288,3000000,-0.945904,Action,2011,114,5.824
Moy paren - angel,2372984,2700000,-0.12111703703703704,Comedy,2011,97,7.167
Kireedam,500000,500000,0.0,Drama,2007,157,5.8
Young Soul Rebels,53502,3025379,-0.9823156040945614,Drama,1991,105,4.706
(UN)Ideal Man,8613317,1839363,3.682771698680467,Comedy,2020,89,5.6
Star of Midnight,831000,280000,1.9678571428571427,Comedy,1935,90,6.4
Savages,1328612,800000,0.660765,Comedy,2006,100,7.0
Fashions of 1934,965000,317000,2.0441640378548898,Comedy,1934,78,6.4
The Naked Witch,80000,8000,9.0,Horror,1964,59,3.1
No Looking Back,222099,5000000,-0.9555802,Drama,1998,96,5.824
Swim Little Fish Swim,354877,70000,4.069671428571429,Comedy,2014,94,4.6
Ghayal Once Again,7637304,6629605,0.15199985519499276,Action,2016,127,6.147
Submersion of Japan,49651320,18596000,1.67,Thriller,1973,143,6.781
99,6600000,3000000,1.2,Comedy,2009,141,6.6
Naan Sigappu Manithan,2800000,1200000,1.3333333333333333,Action,2014,161,6.2
Ethir Neechal,4200000,700000,5.0,Romance,2013,134,6.5
Labios Rojos,134906,73476,0.8360553105776035,Drama,2011,93,5.1
Woman Thou Art Loosed,6804016,3000000,1.2680053333333334,Drama,2004,94,5.688
Ye Maaya Chesave,2800000,1700000,0.6470588235294118,Romance,2010,162,6.6
La Parisienne,8000000,450000,16.77777777777778,Comedy,1957,86,5.6
Aap Mujhe Achche Lagne Lage,13000000,1600000,7.125,Action,2002,182,5.188
Chinthamani Kolacase,1000000,280000,2.5714285714285716,Action,2006,149,6.1
"20,000 Species of Bees",455912,2000000,-0.772044,Drama,2023,129,7.438
The Hijack That Went South,532269,1800000,-0.704295,Thriller,2013,93,5.3
The Terrorist,140021,24554,4.702573918709782,Drama,1998,95,6.9
Pokkiri Raja,4700000,1260000,2.7301587301587302,Action,2010,136,5.3
Amália,1209841,3500000,-0.6543311428571429,Drama,2008,127,6.156
The 9th Precinct,1862261,1413543,0.3174420587134597,Fantasy,2019,94,5.906
2018,24076520,3009565,7.0,Thriller,2023,150,7.9
Rasathanthram,3500000,590000,4.932203389830509,Drama,2006,157,6.6
I Feel in Love,176000,65000,1.7076923076923076,Comedy,1985,97,5.1
Munthirivallikal Thalirkkumbol,6300000,1300000,3.8461538461538463,Comedy,2017,154,6.8
Mountains of the Moon,3100000,2300000,0.34782608695652173,Adventure,2013,149,5.6
The Interceptor,1877122,7000000,-0.7318397142857143,Science Fiction,2009,90,4.219
Munafik,1058591,393894,1.687502221409821,Horror,2016,98,6.6
Poster Boys,3540879,2360586,0.5,Comedy,2017,128,5.375
Tell It to the Marines,1250000,433000,1.8868360277136258,Action,1926,103,6.1
Earth's Most Beloved Son,10000,250000,-0.96,Drama,1993,110,6.938
Broadway Bill,1400000,668900,1.092988488563313,Comedy,1934,104,6.094
Mickey,8000000,250000,31.0,Comedy,1918,71,6.438
Raggedy Ann & Andy: A Musical Adventure,1500000,4000000,-0.625,Animation,1977,86,6.625
Portrait in Black,9200000,1400000,5.571428571428571,Drama,1960,112,6.2
Rascals,7100000,6500000,0.09230769230769231,Comedy,2011,128,4.4
Welcome Danger,3000000,979828,2.0617618602448595,Comedy,1929,115,5.267
All the Time in the World,676045,2000000,-0.6619775,Comedy,2011,96,6.3
Trimurti,9600000,6800000,0.4117647058823529,Action,1995,187,5.467
The Barretts of Wimpole Street,1258000,820000,0.5341463414634147,Drama,1934,109,6.2
Tiyaan,2000000,2400000,-0.16666666666666666,Drama,2017,168,5.6
Yonkers Joe,8286,5000000,-0.9983428,Drama,2008,101,5.067
My Best Girl,1027757,483103,1.1274076128693054,Drama,1927,80,7.1
Luv Shuv Tey Chicken Khurana,1600000,460000,2.4782608695652173,Comedy,2012,140,6.3
Going Under,3917,50000,-0.92166,Drama,2004,98,5.167
Rigodon,31307,22361,0.4000715531505747,Thriller,2012,85,6.0
Defamation,11410,1000000,-0.98859,Documentary,2009,91,6.8
Josh and S.A.M.,1528163,18000000,-0.9151020555555556,Adventure,1993,96,4.567
Citizen,500000,500000,0.0,Drama,2001,157,6.6
The Big Shot,1783000,417000,3.275779376498801,Crime,1942,82,6.233
The Ape,225000,225000,0.0,Drama,2005,90,4.367
Marjorie Morningstar,3000000,2000000,0.5,Drama,1958,123,6.2
Rann,2000000,7500000,-0.7333333333333333,Drama,2010,145,6.7
Pluk and His Tow Truck,3530650,2668740,0.3229651446000734,Family,2004,90,5.833
Drain the Bermuda Triangle,4000000,2000000,1.0,Documentary,2014,50,6.8
Rita's Last Fairy Tale,486937,200000,1.434685,Drama,2012,100,7.0
Ola Bola,3569670,1230920,1.900001624800962,History,2016,113,7.7
Fascination,16670,5000000,-0.996666,Romance,2004,95,3.4
Kerala Varma Pazhassi Raja,2998545,4048037,-0.2592594879938103,History,2009,197,6.8
"Blood, Guts, Bullets and Octane",13674,7300,0.8731506849315068,Action,1998,87,4.933
Nirvana,273137,2000000,-0.8634315,Drama,2008,93,5.4
The Little Traitor,450000,1700000,-0.7352941176470589,Drama,2009,88,5.867
Saratoga,3252000,1100000,1.9563636363636363,Drama,1937,92,6.3
Sphinx,2022771,14000000,-0.8555163571428571,Adventure,1981,118,5.667
Honky Tonk Freeway,939423,24000000,-0.960857375,Action,1981,107,4.9
About Love,182710,2000000,-0.908645,Romance,2017,95,5.6
Gumby: The Movie,57100,2800000,-0.9796071428571429,Fantasy,1995,91,5.5
Queen,1334800,562000,1.3750889679715304,Drama,2018,160,6.8
Varalaru,500000,500000,0.0,Drama,2006,157,6.3
Drona,3250000,15000000,-0.7833333333333333,Action,2008,150,3.2
Kuiba,52587293,8263717,5.3636367266691245,Animation,2011,90,7.5
Balupu,8500000,4000000,1.125,Action,2013,149,5.857
Off Beat,4842778,10000000,-0.5157222,Comedy,1986,92,4.6
Treasures of Lake Kaban,1431461,6000000,-0.7614231666666667,Comedy,2013,110,5.2
The Five of Us,408000,2500000,-0.8368,Crime,2004,82,6.286
"Tom, Dick and Harry",1628000,806000,1.0198511166253101,Comedy,1941,87,5.1
Essex Boys: Law of Survival,37500,60000,-0.375,Action,2015,84,4.679
Countdown,4385278,7000000,-0.3735317142857143,Action,2004,105,6.071
King of the Mountain,958000,2000000,-0.521,Drama,1981,90,5.643
"Love, Sex, and Eating the Bones",321000,2500000,-0.8716,Comedy,2003,100,4.5
Newlyweds,5000,9000,-0.4444444444444444,Comedy,2011,85,6.0
The Lost Squadron,732000,621000,0.178743961352657,Drama,1932,79,6.357
Macken - Roy's & Roger's Bilservice,6137054,1497520,3.09814493295582,Comedy,1990,92,5.8
Antônia,3550,500000,-0.9929,Drama,2007,90,5.4
Samar,8300000,3700000,1.2432432432432432,Action,2013,144,5.1
Christian Brothers,2400000,1200000,1.0,Action,2011,173,4.6
Naayak,8552550,5393500,0.5857142857142857,Action,2013,160,4.8
Gentleman,2200000,720000,2.0555555555555554,Action,1993,160,7.2
Oosaravelli,39000000,3500000,10.142857142857142,Action,2011,161,5.0
Island in the Sun,5000000,3000000,0.6666666666666666,Drama,1957,119,6.4
River of Fundament,44840,5000000,-0.991032,Drama,2014,310,6.5
Body Rock,1689501,6000000,-0.7184165,Music,1984,93,3.6
The Treatment,82701,900000,-0.90811,Comedy,2007,86,6.0
The Velocity of Gary,2143,4000000,-0.99946425,Drama,1999,100,3.571
Hearts of the West,1600000,2000000,-0.2,Comedy,1975,102,5.071
Say Uncle,5361,650000,-0.9917523076923077,Comedy,2006,91,5.429
Dragon Seed,4627000,3070000,0.5071661237785017,Drama,1944,145,6.4
Casanegra,89932,1460910,-0.9384411086240768,Drama,2008,131,6.5
Stooges,4133544,3000000,0.377848,Comedy,2009,85,3.3
PAW Patrol: The Mighty Movie,47400000,30000000,0.58,Animation,2023,92,7.679
April Love,3700000,1425000,1.5964912280701755,Comedy,1957,97,6.357
Noah's Ark,2305000,1005000,1.2935323383084578,Drama,1928,135,6.0
Loham,2250547,1050255,1.142857686942695,Action,2015,129,4.0
Mother Teresa of Calcutta,15000000,7000000,1.1428571428571428,Drama,2003,180,6.786
Lost Place,159828,5200000,-0.9692638461538462,Mystery,2013,101,4.7
Pinkfinger,2221487,2221487,0.0,Animation,1965,6,6.769
Maikäfer flieg,210865,3300000,-0.9361015151515152,Drama,2016,109,7.1
Dreaming of Space,696681,2000000,-0.6516595,Drama,2005,90,5.5
Nasty Old People,5300,15000,-0.6466666666666666,Drama,2009,84,6.1
Xuxinha and Guto Against the Space Monsters,1228700,2500000,-0.50852,Family,2005,85,4.7
Madambi,2200000,1500000,0.4666666666666667,Drama,2008,145,5.7
Fishtales,9216,14000000,-0.9993417142857143,Fantasy,2007,94,4.885
Fall,51266,1000000,-0.948734,Drama,1997,93,6.6
Civil Brand,243347,500000,-0.513306,Crime,2003,95,7.1
Thawed Carp,173187,1000000,-0.826813,Drama,2017,97,7.077
Soggade Chinni Nayana,10000000,3000000,2.3333333333333335,Drama,2016,145,6.0
Lightning Strikes Twice,1144000,1108000,0.032490974729241874,Crime,1951,91,6.077
Platon,5129300,2500000,1.05172,Drama,2008,90,5.3
The Lucky Island,4803665,2000000,1.4018325,Comedy,2013,82,4.346
Plus One,927277,336029,1.7595148037818165,Drama,2008,96,4.5
Trois 2: Pandora's Box,833779,800000,0.04222375,Drama,2002,0,6.2
To Crack Bloggers,119836,500000,-0.760328,Comedy,2016,67,1.5
"Não Se Preocupe, Nada Vai Dar Certo!",628832,6000000,-0.8951946666666667,Comedy,2011,99,5.692
The Last Godfather,16700000,13400000,0.2462686567164179,Comedy,2010,100,4.7
Forsaking All Others,2199000,420069,4.23485427394071,Comedy,1934,84,6.8
English Babu Desi Mem,39000000,20000000,0.95,Romance,1996,172,5.3
Remington and the Curse of the Zombadings,721651,22361,31.272751665846787,Comedy,2011,96,4.808
Naughty Marietta,2057000,782000,1.6304347826086956,Music,1935,103,4.077
Gloss,4684165,2500000,0.873666,Comedy,2007,118,5.2
The Best Two Years,1163450,400000,1.908625,Comedy,2004,112,7.0
Love Ke Liye Kuch Bhi Karega,4500000,2500000,0.8,Comedy,2001,139,5.9
Na Tum Jaano Na Hum,8000000,5800000,0.3793103448275862,Romance,2002,159,4.6
Crackerjack,6500000,2600000,1.5,Comedy,2002,92,6.692
Dheena,500000,500000,0.0,Action,2001,157,6.0
One Minute to Zero,1600000,2181000,-0.26639156350298027,War,1952,105,6.1
Left Behind,3346518,2400000,0.3943825,Comedy,2015,90,4.9
Angadi Theru,2000000,600000,2.3333333333333335,Drama,2010,160,6.8
Dubrovsky,1677946,2500000,-0.3288216,Drama,2014,123,5.231
The War in Space,4000000,2000000,1.0,Adventure,1977,91,5.846
Ittymaani: Made In China,4400000,1300000,2.3846153846153846,Comedy,2019,158,4.6
The Cry Baby Killer,600000,50000,11.0,Crime,1958,62,5.423
Bhale Bhale Magadivoy,8300000,1400000,4.928571428571429,Romance,2015,145,6.2
Our Blushing Brides,1211000,337000,2.593471810089021,Drama,1930,99,6.3
The Work and the Glory,3347647,7500000,-0.5536470666666666,Drama,2004,110,6.5
The sun inside,31323,1000000,-0.968677,Adventure,2012,105,7.1
Die Beautiful,4160000,300000,12.866666666666667,Comedy,2016,120,6.692
Deep in My Heart,3978000,2504000,0.5886581469648562,Comedy,1954,132,6.9
The Miracle of the Bells,2100000,2000000,0.05,Drama,1948,120,6.25
Love Mocktail,665258,266103,1.5000018789716765,Romance,2020,153,6.8
A Woman Rebels,583000,574000,0.0156794425087108,Drama,1936,88,6.208
The Figurine: Araromire,200000,300000,-0.3333333333333333,Drama,2009,122,4.0
The Bride Walks Out,670000,289000,1.3183391003460208,Comedy,1936,75,5.2
VeggieTales: The Toy That Saved Christmas,1333823,1333823,0.0,Family,1996,33,6.5
Tex Montana Will Survive!,53889,1500,34.926,Comedy,2015,82,6.4
Deportees,100000,10000,9.0,War,2007,104,6.8
"The Bread, My Sweet",1023156,600000,0.70526,Drama,2001,105,5.4
Andy Hardy Comes Home,610000,313000,0.9488817891373802,Comedy,1958,80,4.5
Tholi Prema,180000,70000,1.5714285714285714,Romance,1998,136,5.167
Cheburashka,54034,6000000,-0.9909943333333333,Family,2010,80,6.542
My Dear Desperado,4214668,800000,4.268335,Romance,2010,100,6.958
Les Milles,1400000,7500000,-0.8133333333333334,War,1995,103,5.8
American Dresser,2231,2000000,-0.9988845,Adventure,2018,97,5.167
VeggieTales: Josh and the Big Wall,4078230,4078230,0.0,Family,1997,34,5.917
Aditya 369,204000,1200000,-0.83,Science Fiction,1991,140,6.7
Antikiller D.K,2141028,2500000,-0.1435888,Mystery,2009,91,5.0
Zamaana Deewana,650000,560000,0.16071428571428573,Drama,1995,180,5.625
Hello Guru Prema Kosame,5479646,2123894,1.5799997551666891,Romance,2018,145,6.167
Mutum,148564,686165,-0.7834864791996095,Drama,2007,95,7.333
Valley of Bones,168738,3000000,-0.943754,Western,2017,90,4.833
"Aloha, Bobby and Rose",35000000,60000,582.3333333333334,Drama,1975,88,6.0
Ah Boys To Men,6180000,3000000,1.06,Comedy,2012,108,6.1
Hillsong: Let Hope Rise,2600000,10000000,-0.74,Documentary,2016,103,5.8
Kaaryasthan,2700000,510000,4.294117647058823,Comedy,2010,169,5.458
Race to Freedom: Um Bok-dong,1091477,12547000,-0.9130089264365984,Drama,2019,116,6.818
Mungaru Male,7800000,330000,22.636363636363637,Music,2006,143,7.2
Lan Kwai Fong,1154901,577450,1.0000017317516667,Drama,2011,97,4.5
Odessa,4000000,5000000,-0.2,Comedy,2019,130,6.4
The House Across the Bay,684374,713965,-0.04144600925815691,Drama,1940,88,5.292
The Work and the Glory II: American Zion,2025032,6500000,-0.6884566153846153,Drama,2005,100,6.167
Actor in Law,4800000,1600000,2.0,Comedy,2016,115,7.4
Kamen Rider Kabuto: God Speed Love,8873950,6000000,0.47899166666666665,Science Fiction,2006,66,6.542
Upendra,17000000,340000,49.0,Thriller,1999,138,7.4
I Not Stupid Too,2970000,1070000,1.7757009345794392,Drama,2006,124,8.1
The Wayward Bus,1750000,1465000,0.1945392491467577,Drama,1957,87,6.333
Poor White Trash,1404,1200000,-0.99883,Crime,2000,85,4.2
Clash of the Wolves,270000,89000,2.033707865168539,Western,1925,74,6.1
"The Tulse Luper Suitcases, Part 3: From Sark to the Finish",12000,10000000,-0.9988,War,2004,124,5.042
Semen Demon,1000000,10000,99.0,Fantasy,2005,56,6.1
The Matriarch,435000,1400000,-0.6892857142857143,Comedy,2007,95,6.2
The Warning,500000,500000,0.0,Horror,2012,79,3.292
Battle Circus,2362000,1201000,0.9666944213155704,Drama,1953,90,6.0
